,age,selling_price,km_driven,owner,name,fuel,seller_type,transmission
8317,15.0,1100.0,48676.0,1.0,Maruti,Petrol,Individual,Manual
8318,17.0,1050.0,60000.0,3.0,Hyundai,Petrol,Individual,Manual
8319,5.0,4750.0,40000.0,1.0,Datsun,Petrol,Individual,Manual
8320,11.0,2750.0,120000.0,2.0,Toyota,Diesel,Individual,Manual
8321,20.0,400.0,70000.0,1.0,Tata,Diesel,Individual,Manual
8322,5.0,3000.0,15000.0,2.0,Maruti,Petrol,Individual,Manual
8323,12.0,700.0,80000.0,2.0,Tata,Diesel,Individual,Manual
8324,6.0,9000.0,60000.0,1.0,Ford,Diesel,Individual,Manual
8325,6.0,6500.0,120000.0,2.0,Toyota,Diesel,Individual,Manual
8326,20.0,550.0,120000.0,3.0,Hyundai,Petrol,Individual,Manual
8328,7.0,5500.0,70000.0,1.0,Hyundai,Petrol,Individual,Manual
8330,6.0,9000.0,65000.0,1.0,Maruti,Diesel,Individual,Manual
8331,12.0,1500.0,70000.0,2.0,Tata,Petrol,Individual,Manual
8332,7.0,4000.0,30000.0,1.0,Maruti,Petrol,Individual,Manual
8333,7.0,8000.0,79500.0,1.0,Mahindra,Diesel,Individual,Manual
8334,16.0,1650.0,90000.0,3.0,Hyundai,Petrol,Individual,Manual
8335,8.0,10000.0,110000.0,1.0,Nissan,Diesel,Individual,Manual
8336,8.0,4400.0,110000.0,1.0,Maruti,Diesel,Individual,Manual
8337,12.0,3900.0,153000.0,1.0,Hyundai,Diesel,Individual,Manual
8339,10.0,4750.0,149000.0,1.0,Maruti,Diesel,Individual,Manual
8340,7.0,5150.0,100000.0,1.0,Ford,Diesel,Individual,Manual
8341,11.0,1750.0,90000.0,2.0,Tata,Diesel,Individual,Manual
8343,11.0,4050.0,150000.0,1.0,Toyota,Diesel,Individual,Manual
8344,5.0,5350.0,12000.0,1.0,Maruti,Petrol,Individual,Manual
8345,12.0,2150.0,40000.0,2.0,Hyundai,Petrol,Individual,Manual
8347,6.0,4450.0,27000.0,1.0,Hyundai,Petrol,Individual,Manual
8348,8.0,3350.0,120000.0,1.0,Maruti,Petrol,Individual,Manual
8349,9.0,3000.0,49025.0,1.0,Maruti,Petrol,Individual,Manual
8350,8.0,1100.0,15000.0,1.0,Tata,Petrol,Individual,Manual
8351,9.0,2400.0,90000.0,2.0,Maruti,Petrol,Individual,Manual
8352,7.0,3000.0,90000.0,1.0,Tata,Petrol,Individual,Manual
8354,16.0,500.0,80000.0,3.0,Tata,Diesel,Individual,Manual
8356,17.0,3100.0,90000.0,3.0,Mahindra,Diesel,Individual,Manual
8358,7.0,6400.0,70000.0,1.0,Maruti,Diesel,Individual,Manual
8359,11.0,3500.0,35000.0,1.0,Maruti,Petrol,Individual,Manual
8360,10.0,3850.0,120000.0,1.0,Maruti,Petrol,Individual,Manual
8361,10.0,4099.0,100000.0,2.0,Maruti,Diesel,Individual,Manual
8362,7.0,13000.0,40000.0,1.0,Mahindra,Diesel,Individual,Automatic
8363,14.0,2100.0,60000.0,3.0,Ford,Petrol,Individual,Manual
8364,16.0,3000.0,110000.0,1.0,Mahindra,Diesel,Individual,Manual
8365,15.0,4500.0,112000.0,1.0,Mahindra,Diesel,Individual,Manual
8366,12.0,1700.0,70000.0,2.0,Ford,Diesel,Individual,Manual
8367,9.0,6500.0,140000.0,1.0,Honda,Diesel,Individual,Manual
8369,11.0,1450.0,70000.0,1.0,Maruti,Petrol,Individual,Manual
8370,5.0,6810.0,27000.0,1.0,Volkswagen,Diesel,Individual,Manual
8372,13.0,1400.0,80000.0,2.0,Maruti,Petrol,Individual,Manual
8373,7.0,7500.0,86000.0,3.0,Honda,Diesel,Individual,Manual
8374,8.0,6110.0,80000.0,2.0,Honda,Diesel,Individual,Manual
8375,16.0,1100.0,120000.0,3.0,Maruti,Petrol,Individual,Manual
8376,17.0,1000.0,100000.0,2.0,Maruti,Petrol,Individual,Automatic
8378,12.0,3850.0,120000.0,2.0,Mahindra,Diesel,Individual,Manual
8379,11.0,1350.0,70000.0,1.0,Maruti,Petrol,Individual,Manual
8380,17.0,650.0,100000.0,2.0,Maruti,Petrol,Individual,Manual
8381,7.0,2600.0,120000.0,1.0,Maruti,Petrol,Individual,Manual
8382,9.0,4650.0,120000.0,2.0,Maruti,Diesel,Individual,Manual
8384,6.0,4300.0,20000.0,2.0,Mahindra,Petrol,Individual,Manual
8386,12.0,1250.0,90000.0,2.0,Chevrolet,Petrol,Individual,Manual
8388,11.0,1240.0,40000.0,2.0,Chevrolet,Petrol,Individual,Manual
8389,16.0,800.0,80000.0,3.0,Tata,Petrol,Individual,Manual
8390,9.0,5450.0,35000.0,1.0,Maruti,CNG,Individual,Manual
8391,4.0,10500.0,20000.0,1.0,Maruti,Diesel,Individual,Manual
8392,8.0,11000.0,77000.0,2.0,Mahindra,Diesel,Individual,Automatic
8393,9.0,7500.0,50000.0,1.0,Mahindra,Diesel,Individual,Manual
8394,7.0,4250.0,13500.0,1.0,Tata,Petrol,Individual,Manual
8395,7.0,3000.0,38000.0,1.0,Maruti,Petrol,Individual,Manual
8396,4.0,12000.0,14000.0,1.0,Maruti,Diesel,Individual,Manual
8397,14.0,2400.0,70000.0,1.0,Honda,Petrol,Individual,Manual
8398,7.0,4500.0,55000.0,2.0,Mahindra,Diesel,Individual,Manual
8400,10.0,5000.0,160000.0,1.0,Mahindra,Diesel,Individual,Manual
8401,10.0,2950.0,50000.0,1.0,Chevrolet,Diesel,Individual,Manual
8402,15.0,1000.0,120000.0,3.0,Tata,Diesel,Individual,Manual
8403,10.0,7000.0,76460.0,1.0,Hyundai,Diesel,Individual,Manual
8404,12.0,1800.0,125000.0,2.0,Ford,Diesel,Individual,Manual
8405,11.0,2250.0,110000.0,2.0,Mahindra,Diesel,Individual,Manual
8406,6.0,3100.0,25000.0,1.0,Hyundai,Petrol,Individual,Manual
8407,8.0,6250.0,30000.0,1.0,Honda,Diesel,Individual,Manual
8408,10.0,2750.0,70000.0,2.0,Hyundai,LPG,Individual,Manual
8409,10.0,2450.0,110000.0,2.0,Hyundai,Petrol,Individual,Manual
8411,9.0,2500.0,80000.0,1.0,Hyundai,Petrol,Individual,Manual
8412,9.0,4500.0,76000.0,1.0,Honda,Diesel,Individual,Manual
8413,16.0,850.0,150000.0,2.0,Tata,Diesel,Individual,Manual
8415,7.0,5500.0,40000.0,1.0,Hyundai,Petrol,Individual,Manual
8416,8.0,5510.0,110000.0,1.0,Ford,Diesel,Individual,Manual
8417,4.0,5000.0,60000.0,1.0,Hyundai,Petrol,Individual,Manual
8418,5.0,5850.0,15000.0,1.0,Honda,Petrol,Individual,Manual
8419,10.0,1720.0,120000.0,1.0,Hyundai,Petrol,Individual,Manual
8420,11.0,3600.0,100000.0,2.0,Hyundai,Diesel,Individual,Manual
8421,6.0,3500.0,24000.0,2.0,Tata,Diesel,Individual,Manual
8422,5.0,7000.0,53000.0,1.0,Ford,Diesel,Individual,Manual
8423,12.0,1480.0,40000.0,3.0,Maruti,Petrol,Individual,Manual
8424,7.0,3300.0,47370.0,1.0,Maruti,CNG,Individual,Manual
8425,16.0,1100.0,120000.0,2.0,Skoda,Diesel,Individual,Manual
8426,8.0,4500.0,100000.0,1.0,Maruti,Diesel,Individual,Manual
8427,14.0,2600.0,80000.0,2.0,Chevrolet,Diesel,Individual,Manual
8428,12.0,2000.0,91000.0,2.0,Hyundai,Petrol,Individual,Manual
8429,4.0,4300.0,20000.0,1.0,Maruti,CNG,Individual,Manual
8430,10.0,5500.0,80000.0,2.0,Mahindra,Diesel,Individual,Manual
8431,10.0,2450.0,80000.0,1.0,Maruti,Diesel,Individual,Manual
8432,7.0,3200.0,80000.0,1.0,Maruti,CNG,Individual,Manual
8433,15.0,1200.0,110000.0,3.0,Hyundai,CNG,Individual,Manual
8434,10.0,6150.0,120000.0,1.0,Hyundai,Diesel,Individual,Manual
8435,10.0,6000.0,90000.0,1.0,Skoda,Diesel,Individual,Automatic
8436,13.0,3000.0,120000.0,2.0,Volkswagen,Petrol,Individual,Manual
8437,6.0,10000.0,60000.0,2.0,Hyundai,Diesel,Individual,Automatic
8438,11.0,5250.0,70000.0,2.0,Hyundai,Petrol,Individual,Manual
8439,10.0,3000.0,133000.0,1.0,Fiat,Diesel,Individual,Manual
8440,12.0,2200.0,117000.0,2.0,Fiat,Diesel,Individual,Manual
8442,12.0,5000.0,35000.0,1.0,Honda,Petrol,Individual,Manual
8443,20.0,590.0,70000.0,2.0,Hyundai,Petrol,Individual,Manual
8444,12.0,1300.0,60000.0,3.0,Maruti,Petrol,Individual,Manual
8445,7.0,3750.0,120000.0,2.0,Volkswagen,Petrol,Individual,Manual
8446,14.0,1800.0,163000.0,1.0,Ford,Diesel,Dealer,Manual
8448,10.0,6250.0,100000.0,2.0,Toyota,Diesel,Individual,Manual
8449,10.0,2950.0,120000.0,1.0,Maruti,Diesel,Individual,Manual
8450,12.0,3500.0,160000.0,1.0,Maruti,Diesel,Individual,Manual
8451,13.0,2350.0,90000.0,1.0,Tata,Diesel,Individual,Manual
8453,6.0,5099.0,20000.0,1.0,Maruti,Petrol,Individual,Manual
8454,3.0,3700.0,16000.0,1.0,Maruti,CNG,Individual,Manual
8455,7.0,3700.0,30000.0,2.0,Hyundai,Petrol,Individual,Manual
8456,14.0,1800.0,50000.0,1.0,Maruti,Petrol,Individual,Manual
8458,8.0,3500.0,20000.0,1.0,Hyundai,Petrol,Individual,Manual
8459,5.0,3950.0,20000.0,1.0,Renault,Petrol,Individual,Manual
8460,8.0,8500.0,100000.0,1.0,Toyota,Diesel,Individual,Manual
8461,8.0,11500.0,40000.0,1.0,Toyota,Diesel,Individual,Manual
8463,11.0,2800.0,120000.0,2.0,Volkswagen,Diesel,Individual,Manual
8464,5.0,7750.0,50000.0,2.0,Mahindra,Diesel,Individual,Manual
8465,11.0,4200.0,100000.0,2.0,Hyundai,Diesel,Individual,Manual
8466,13.0,3100.0,91000.0,2.0,Honda,Petrol,Individual,Manual
8468,8.0,3750.0,67000.0,1.0,Fiat,Diesel,Individual,Manual
8469,8.0,5000.0,40000.0,1.0,Hyundai,Petrol,Individual,Manual
8470,10.0,3000.0,100000.0,2.0,Maruti,Diesel,Individual,Manual
8471,15.0,1550.0,120000.0,2.0,Honda,Petrol,Individual,Manual
8473,7.0,9500.0,75000.0,3.0,Mahindra,Diesel,Individual,Automatic
8474,8.0,3500.0,80000.0,3.0,Hyundai,Diesel,Individual,Manual
8476,3.0,5370.0,5000.0,1.0,Tata,Petrol,Individual,Manual
8477,4.0,5850.0,10000.0,1.0,Volkswagen,Petrol,Individual,Manual
8479,11.0,3500.0,140000.0,1.0,Maruti,Diesel,Individual,Manual
8480,4.0,7000.0,19000.0,1.0,Hyundai,Petrol,Individual,Manual
8481,6.0,8490.0,44600.0,1.0,Maruti,Diesel,Dealer,Manual
8482,9.0,5740.0,28080.0,1.0,Volkswagen,Petrol,Dealer,Automatic
8483,9.0,4849.0,28800.0,1.0,Hyundai,Petrol,Dealer,Manual
8484,5.0,3600.0,21900.0,1.0,Renault,Petrol,Dealer,Manual
8485,9.0,5750.0,28100.0,1.0,Volkswagen,Petrol,Dealer,Automatic
8486,9.0,5500.0,110000.0,2.0,Honda,Diesel,Individual,Manual
8487,7.0,7000.0,100000.0,1.0,Hyundai,Diesel,Individual,Manual
8488,4.0,8250.0,7673.0,1.0,Maruti,Diesel,Individual,Automatic
8489,15.0,1149.0,100000.0,2.0,Maruti,Petrol,Individual,Manual
8490,14.0,1500.0,75000.0,2.0,Tata,Petrol,Individual,Manual
8491,5.0,8510.0,50000.0,1.0,Maruti,Diesel,Individual,Automatic
8492,9.0,5500.0,40000.0,1.0,Hyundai,Petrol,Individual,Manual
8493,7.0,8900.0,40000.0,1.0,Maruti,Diesel,Individual,Manual
8494,11.0,2650.0,100000.0,2.0,Hyundai,Petrol,Individual,Manual
8495,9.0,9000.0,110000.0,1.0,Mahindra,Diesel,Individual,Manual
8496,10.0,2100.0,96272.0,1.0,Chevrolet,Diesel,Individual,Manual
8498,12.0,7500.0,168000.0,2.0,Toyota,Diesel,Individual,Manual
8499,8.0,4000.0,22500.0,1.0,Maruti,Petrol,Individual,Manual
8500,3.0,9250.0,7400.0,1.0,Maruti,Diesel,Individual,Automatic
8501,12.0,2750.0,70000.0,3.0,Maruti,Petrol,Individual,Manual
8502,14.0,1750.0,67000.0,1.0,Maruti,Petrol,Individual,Manual
8503,14.0,1550.0,110000.0,3.0,Ford,Diesel,Individual,Manual
8505,9.0,7000.0,120000.0,1.0,Mahindra,Diesel,Individual,Manual
8506,15.0,500.0,120000.0,3.0,Tata,Diesel,Individual,Manual
8508,9.0,6450.0,150360.0,1.0,Hyundai,Diesel,Individual,Manual
8509,6.0,5970.0,15000.0,1.0,Tata,Diesel,Individual,Manual
8510,5.0,4000.0,30000.0,2.0,Renault,Petrol,Individual,Automatic
8511,14.0,3000.0,150000.0,1.0,Maruti,Diesel,Individual,Manual
8512,8.0,5730.0,100000.0,2.0,Maruti,Diesel,Individual,Manual
8513,12.0,1800.0,70000.0,1.0,Maruti,Petrol,Individual,Manual
8514,12.0,700.0,40000.0,1.0,Tata,Petrol,Individual,Manual
8515,19.0,1100.0,110000.0,2.0,Hyundai,Petrol,Individual,Manual
8516,10.0,3100.0,145000.0,1.0,Tata,Diesel,Individual,Manual
8517,6.0,4000.0,30000.0,1.0,Mahindra,Diesel,Individual,Manual
8518,9.0,3900.0,90000.0,2.0,Maruti,Diesel,Individual,Manual
8520,7.0,7410.0,70000.0,1.0,Mahindra,Diesel,Individual,Manual
8521,11.0,3300.0,40000.0,2.0,Hyundai,Diesel,Individual,Manual
8522,13.0,3000.0,166000.0,3.0,Mahindra,Diesel,Individual,Manual
8523,12.0,2150.0,100000.0,3.0,Hyundai,Petrol,Individual,Manual
8524,14.0,1500.0,75000.0,3.0,Maruti,Petrol,Individual,Manual
8525,10.0,2500.0,42130.0,1.0,Hyundai,Petrol,Individual,Manual
8526,13.0,1800.0,53000.0,2.0,Maruti,Petrol,Individual,Manual
8527,17.0,1500.0,106000.0,2.0,Maruti,Petrol,Individual,Manual
8528,18.0,2750.0,96000.0,2.0,Toyota,Petrol,Individual,Manual
8529,4.0,5560.0,10000.0,1.0,Maruti,Petrol,Individual,Manual
8530,7.0,5500.0,37000.0,1.0,Maruti,Petrol,Individual,Manual
8532,6.0,5490.0,35000.0,1.0,Toyota,Petrol,Individual,Manual
8533,7.0,6300.0,50000.0,1.0,Hyundai,Petrol,Individual,Manual
8534,3.0,6790.0,5000.0,1.0,Mahindra,Diesel,Individual,Manual
8535,12.0,3200.0,85000.0,1.0,Maruti,Petrol,Individual,Manual
8536,6.0,11250.0,47000.0,2.0,Hyundai,Diesel,Individual,Manual
8537,6.0,6800.0,71000.0,1.0,Maruti,Diesel,Individual,Manual
8538,6.0,10500.0,50000.0,1.0,Honda,Diesel,Individual,Manual
8539,8.0,4500.0,57000.0,1.0,Tata,Diesel,Individual,Manual
8540,13.0,2100.0,43000.0,1.0,Maruti,Petrol,Individual,Manual
8541,9.0,4700.0,60000.0,1.0,Maruti,Diesel,Individual,Manual
8542,9.0,4700.0,60000.0,1.0,Maruti,Petrol,Individual,Manual
8543,8.0,5500.0,40000.0,1.0,Hyundai,Diesel,Individual,Manual
8544,12.0,2049.0,60000.0,1.0,Maruti,Petrol,Individual,Manual
8545,8.0,9500.0,30000.0,1.0,Honda,Petrol,Individual,Automatic
8546,8.0,5500.0,160000.0,2.0,Hyundai,Diesel,Individual,Manual
8547,16.0,2700.0,147500.0,2.0,Toyota,Diesel,Individual,Manual
8548,10.0,2800.0,90000.0,3.0,Volkswagen,Diesel,Individual,Manual
8549,8.0,6300.0,70000.0,2.0,Maruti,Diesel,Individual,Manual
8550,16.0,2200.0,70000.0,1.0,Honda,Petrol,Individual,Manual
8551,9.0,3200.0,120000.0,1.0,Mahindra,Diesel,Individual,Manual
8552,10.0,2250.0,75000.0,2.0,Hyundai,Petrol,Individual,Manual
8553,13.0,3800.0,85000.0,2.0,Honda,Petrol,Individual,Manual
8554,6.0,6000.0,29000.0,1.0,Volkswagen,Diesel,Individual,Manual
8555,9.0,6200.0,40000.0,2.0,Ford,Diesel,Individual,Manual
8556,11.0,5000.0,90000.0,1.0,Hyundai,Diesel,Individual,Automatic
8557,8.0,7000.0,40000.0,1.0,Mahindra,Diesel,Individual,Automatic
8558,8.0,5500.0,138000.0,1.0,Ford,Diesel,Individual,Manual
8559,7.0,6000.0,70000.0,1.0,Maruti,Diesel,Individual,Manual
8560,4.0,5500.0,30000.0,2.0,Volkswagen,Petrol,Individual,Manual
8561,10.0,4750.0,125000.0,3.0,Hyundai,Diesel,Individual,Manual
8562,8.0,6150.0,120000.0,2.0,Honda,Diesel,Individual,Manual
8564,8.0,5000.0,20000.0,1.0,Tata,Petrol,Individual,Manual
8565,11.0,4500.0,80000.0,1.0,Renault,Diesel,Individual,Manual
8566,9.0,9699.0,110000.0,2.0,Toyota,Diesel,Individual,Manual
8567,10.0,5800.0,80000.0,2.0,Hyundai,Diesel,Individual,Manual
8568,6.0,5500.0,40000.0,1.0,Toyota,Diesel,Individual,Manual
8569,5.0,7800.0,30000.0,1.0,Honda,Petrol,Individual,Manual
8570,9.0,5000.0,80000.0,1.0,Ford,Diesel,Individual,Manual
8571,12.0,2700.0,140000.0,2.0,Skoda,Diesel,Individual,Manual
8572,6.0,3350.0,25000.0,1.0,Maruti,Petrol,Individual,Manual
8573,6.0,7550.0,20000.0,1.0,Maruti,Diesel,Individual,Manual
8574,6.0,3400.0,30000.0,1.0,Hyundai,Petrol,Individual,Manual
8575,14.0,10000.0,80000.0,3.0,Mercedes-Benz,Petrol,Individual,Automatic
8576,5.0,12370.0,46000.0,1.0,Hyundai,Diesel,Individual,Manual
8578,5.0,6950.0,40000.0,1.0,Maruti,Petrol,Individual,Manual
8579,8.0,2700.0,40000.0,1.0,Maruti,Petrol,Individual,Manual
8580,7.0,7900.0,120000.0,1.0,Maruti,Diesel,Individual,Manual
8581,7.0,5900.0,120000.0,1.0,Maruti,Diesel,Individual,Manual
8582,6.0,6350.0,120000.0,1.0,Maruti,Petrol,Individual,Automatic
8583,8.0,5400.0,110000.0,2.0,Mahindra,Diesel,Individual,Manual
8584,11.0,2650.0,67000.0,2.0,Renault,Diesel,Individual,Manual
8585,9.0,6000.0,50000.0,1.0,Maruti,Diesel,Individual,Manual
8586,11.0,4099.0,100000.0,2.0,Hyundai,Diesel,Individual,Manual
8587,8.0,5250.0,80000.0,2.0,Toyota,Diesel,Individual,Manual
8588,12.0,1500.0,50000.0,1.0,Ford,Diesel,Individual,Manual
8589,16.0,550.0,70000.0,3.0,Maruti,Petrol,Individual,Manual
8590,12.0,1300.0,70000.0,2.0,Maruti,Petrol,Individual,Manual
8591,6.0,9250.0,50000.0,1.0,Maruti,Diesel,Individual,Manual
8592,6.0,6900.0,65000.0,2.0,Renault,Diesel,Individual,Manual
8594,5.0,9500.0,7500.0,1.0,Maruti,Diesel,Individual,Manual
8595,6.0,6950.0,65000.0,2.0,Renault,Diesel,Individual,Manual
8596,10.0,4500.0,35000.0,2.0,Maruti,Petrol,Individual,Manual
8598,14.0,2299.0,71000.0,1.0,Maruti,Petrol,Individual,Manual
8599,11.0,2000.0,50000.0,2.0,Maruti,Petrol,Individual,Manual
8600,15.0,7250.0,80000.0,2.0,Mercedes-Benz,Diesel,Individual,Automatic
8601,12.0,2350.0,90000.0,2.0,Nissan,Petrol,Individual,Manual
8602,6.0,6660.0,13000.0,1.0,Hyundai,Petrol,Individual,Manual
8604,19.0,850.0,80000.0,3.0,Hyundai,Petrol,Individual,Manual
8605,5.0,8340.0,30000.0,1.0,Honda,Diesel,Individual,Manual
8606,11.0,4300.0,120000.0,1.0,Mahindra,Diesel,Individual,Manual
8607,13.0,3600.0,120000.0,2.0,Maruti,Diesel,Individual,Manual
8608,9.0,2400.0,70000.0,1.0,Hyundai,Petrol,Individual,Manual
8610,13.0,1350.0,148000.0,2.0,Tata,Diesel,Individual,Manual
8611,6.0,7000.0,54188.0,1.0,Mahindra,Diesel,Individual,Manual
8612,11.0,4250.0,90000.0,1.0,Skoda,Diesel,Individual,Manual
8613,12.0,1500.0,100000.0,3.0,Chevrolet,Petrol,Individual,Manual
8614,9.0,2150.0,40000.0,1.0,Hyundai,Petrol,Individual,Manual
8615,9.0,2250.0,35000.0,1.0,Datsun,Petrol,Individual,Manual
8616,6.0,3300.0,20000.0,1.0,Renault,Petrol,Individual,Manual
8617,16.0,540.0,144000.0,2.0,Maruti,LPG,Individual,Manual
8618,9.0,3740.0,54043.0,1.0,Hyundai,Petrol,Dealer,Automatic
8619,11.0,5490.0,66657.0,1.0,Hyundai,Diesel,Dealer,Automatic
8620,7.0,3900.0,42000.0,2.0,Tata,Diesel,Individual,Manual
8621,10.0,4559.0,35582.0,1.0,Hyundai,Petrol,Dealer,Manual
8622,10.0,4530.0,54327.0,2.0,Volkswagen,Petrol,Dealer,Automatic
8623,7.0,5790.0,7949.0,1.0,Volkswagen,Petrol,Dealer,Manual
8624,13.0,2580.0,59734.0,1.0,Hyundai,Petrol,Dealer,Automatic
8625,11.0,4280.0,49185.0,1.0,Honda,Petrol,Dealer,Manual
8626,12.0,2620.0,56389.0,1.0,Hyundai,Petrol,Dealer,Manual
8627,10.0,3890.0,58245.0,1.0,Volkswagen,Petrol,Dealer,Manual
8628,8.0,3460.0,36422.0,1.0,Nissan,Petrol,Dealer,Manual
8629,12.0,3390.0,42535.0,1.0,Honda,Petrol,Dealer,Manual
8630,12.0,2720.0,40736.0,1.0,Hyundai,Petrol,Dealer,Automatic
8631,11.0,3690.0,56246.0,1.0,Maruti,Petrol,Dealer,Manual
8632,12.0,2770.0,55403.0,1.0,Maruti,Petrol,Dealer,Manual
8633,5.0,5350.0,30000.0,1.0,Tata,Petrol,Individual,Manual
8634,8.0,2650.0,67000.0,1.0,Maruti,Petrol,Individual,Manual
8635,9.0,4599.0,90000.0,2.0,Hyundai,Diesel,Individual,Manual
8636,4.0,6670.0,7500.0,1.0,Hyundai,Petrol,Individual,Manual
8638,7.0,2000.0,110000.0,2.0,Tata,Diesel,Individual,Manual
8639,18.0,1500.0,120000.0,3.0,Ford,Diesel,Individual,Manual
8640,11.0,2800.0,105358.0,3.0,Ford,Diesel,Individual,Manual
8641,9.0,5900.0,70000.0,2.0,Hyundai,Petrol,Individual,Manual
8642,13.0,1420.0,49200.0,2.0,Hyundai,Petrol,Individual,Manual
8643,6.0,8500.0,40000.0,1.0,Honda,Petrol,Individual,Manual
8644,9.0,6000.0,40000.0,2.0,Honda,Diesel,Individual,Manual
8645,6.0,7000.0,40000.0,1.0,Mahindra,Diesel,Individual,Manual
8646,10.0,2000.0,70000.0,1.0,Chevrolet,Petrol,Individual,Manual
8647,7.0,9000.0,110000.0,1.0,Hyundai,Diesel,Individual,Manual
8648,9.0,2200.0,100000.0,1.0,Maruti,Petrol,Individual,Manual
8649,5.0,6500.0,10000.0,2.0,Hyundai,Petrol,Individual,Automatic
8653,9.0,8000.0,136000.0,1.0,Mahindra,Diesel,Individual,Manual
8655,13.0,2500.0,110000.0,3.0,Ford,Diesel,Individual,Manual
8656,11.0,5500.0,86000.0,1.0,Renault,Diesel,Individual,Manual
8657,14.0,1250.0,141000.0,2.0,Maruti,Petrol,Individual,Manual
8658,12.0,4500.0,80000.0,3.0,Honda,Petrol,Individual,Manual
8659,8.0,8500.0,140000.0,1.0,Mahindra,Diesel,Individual,Manual
8660,9.0,4599.0,65000.0,2.0,Maruti,Diesel,Individual,Manual
8661,9.0,4349.0,110000.0,2.0,Maruti,Diesel,Individual,Manual
8662,15.0,1200.0,100000.0,2.0,Tata,Diesel,Individual,Manual
8663,8.0,6000.0,80000.0,1.0,Maruti,Diesel,Individual,Manual
8664,15.0,1350.0,90000.0,2.0,Maruti,Petrol,Individual,Manual
8665,7.0,7800.0,35000.0,1.0,Hyundai,Diesel,Individual,Manual
8667,6.0,6500.0,60000.0,1.0,Hyundai,Diesel,Individual,Manual
8668,19.0,500.0,50000.0,1.0,Maruti,Petrol,Individual,Manual
8669,11.0,4250.0,100000.0,2.0,Hyundai,Diesel,Individual,Manual
8670,8.0,5000.0,70000.0,1.0,Fiat,Diesel,Individual,Manual
8671,6.0,5900.0,30000.0,1.0,Maruti,Diesel,Individual,Manual
8672,7.0,4599.0,27000.0,1.0,Maruti,Petrol,Individual,Manual
8673,3.0,5780.0,5000.0,1.0,Maruti,Petrol,Individual,Manual
8674,11.0,5500.0,110000.0,2.0,Maruti,Diesel,Individual,Manual
8675,10.0,4650.0,80000.0,2.0,Honda,Petrol,Individual,Manual
8676,5.0,8900.0,80000.0,1.0,Mahindra,Diesel,Individual,Manual
8677,9.0,2500.0,110000.0,1.0,Mahindra,Diesel,Individual,Manual
8678,8.0,6150.0,60000.0,1.0,Maruti,Diesel,Individual,Manual
8679,9.0,6840.0,60000.0,2.0,Maruti,Diesel,Individual,Manual
8680,9.0,6800.0,64000.0,2.0,Maruti,Diesel,Individual,Manual
8681,9.0,5200.0,120000.0,1.0,Renault,Diesel,Individual,Manual
8682,11.0,3900.0,140000.0,2.0,Toyota,Diesel,Individual,Manual
8683,11.0,4349.0,135000.0,3.0,Toyota,Diesel,Individual,Manual
8684,13.0,3500.0,166000.0,2.0,Maruti,Diesel,Individual,Manual
8685,5.0,6750.0,60000.0,1.0,Ford,Diesel,Individual,Manual
8686,12.0,13500.0,81500.0,2.0,Mercedes-Benz,Diesel,Individual,Automatic
8687,12.0,13500.0,80000.0,1.0,Mercedes-Benz,Diesel,Individual,Automatic
8688,4.0,12000.0,15000.0,1.0,Mahindra,Diesel,Individual,Manual
8689,12.0,2650.0,60000.0,1.0,Maruti,Diesel,Individual,Manual
8690,7.0,3950.0,40000.0,2.0,Volkswagen,Petrol,Individual,Manual
8691,7.0,3850.0,40000.0,2.0,Volkswagen,Petrol,Individual,Manual
8692,14.0,1420.0,70000.0,2.0,Maruti,Petrol,Individual,Manual
8693,14.0,1600.0,35000.0,1.0,Hyundai,Petrol,Individual,Manual
8694,11.0,1800.0,50000.0,3.0,Tata,Diesel,Individual,Manual
8695,4.0,7000.0,3177.0,1.0,Ford,Petrol,Dealer,Manual
8696,8.0,4000.0,39414.0,1.0,Hyundai,Petrol,Dealer,Manual
8697,11.0,2000.0,30078.0,1.0,Tata,Petrol,Dealer,Manual
8698,8.0,4000.0,49907.0,1.0,Maruti,Petrol,Dealer,Manual
8699,10.0,3710.0,67082.0,2.0,Maruti,Petrol,Dealer,Manual
8700,7.0,5700.0,112879.0,2.0,Ford,Diesel,Dealer,Manual
8701,10.0,3000.0,80000.0,2.0,Honda,Petrol,Individual,Manual
8702,6.0,6200.0,25000.0,1.0,Hyundai,Petrol,Individual,Manual
8703,5.0,9490.0,10200.0,1.0,Honda,Petrol,Individual,Manual
8704,5.0,7500.0,60000.0,1.0,Mahindra,Diesel,Individual,Manual
8705,6.0,3500.0,20000.0,2.0,Maruti,Petrol,Individual,Manual
8706,6.0,12500.0,60000.0,1.0,Mahindra,Diesel,Individual,Manual
8707,7.0,2700.0,30000.0,3.0,Renault,Petrol,Individual,Manual
8708,10.0,2350.0,40000.0,2.0,Hyundai,Petrol,Individual,Manual
8709,11.0,2200.0,111000.0,1.0,Maruti,Petrol,Individual,Manual
8710,9.0,3800.0,70000.0,2.0,Maruti,Diesel,Individual,Manual
8711,13.0,1600.0,100000.0,3.0,Maruti,Petrol,Individual,Manual
8712,6.0,3390.0,25000.0,1.0,Hyundai,Petrol,Individual,Manual
8713,12.0,2299.0,100000.0,1.0,Ford,Petrol,Individual,Manual
8714,7.0,4000.0,35000.0,1.0,Mahindra,Diesel,Individual,Manual
